"x"
"1",371.51449
"2",34.68208
"3",12.52432
"4",7.51861
"5",5.42355
"6",4.27239
"7",3.55208
"8",3.06099
"9",2.69596
"10",2.39995
"11",2.18103
"12",2.05419
"13",1.99112
"14",1.94126
"15",1.86668
"16",1.74416
"17",359.02981573964
"18",23.6364719633367
"19",5.46006305252971
"20",2.51770801879408
"21",1.52012348100409
"22",1.05620721825786
"23",0.795215488782757
"24",0.643591656176493
"25",0.569244831684927
"26",0.50887129757926
"27",0.392324023098256
"28",0.256891891464093
"29",0.197740096085746
"30",0.245580154735679
"31",0.340801669009998
"32",0.436401070576139
